Cluster 0: 
Ashes In the Fall; The Battle Of Los Angeles; ['Rage Against The Machine']; 
Close Your Eyes; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Orion In The Sky; Fat City; ['Shawn Colvin']; 
Rip Down the Fences That Fence the Garden; Pickpocket's Locket; ['Frog Eyes']; 
El Rauncho Grundge'; El Rauncho Grundge; ['Too Slim and the Taildraggers']; 
Everything Ends; Shooting Star; ['Reflected Illusions']; 
"Oh;  What a Disappointment"; I Hope You're Sitting Down; 
Hellmouth; I Hope You're Sitting Down; ['Lambchop']; 
So I Hear You're Moving; I Hope You're Sitting Down; ['Lambchop']; 
Salle des pas perdus; Salle des pas perdus; ['Coralie Clement']; 
A Hammer and an Awkward Nail; God Finds Us; ['Jason Upton']; 
The Valley Song (Sing of Your Mercy); "Furthermore: From the Studio;  From the Stage"; 
Liquid; "Furthermore: From the Studio;  From the Stage"; 
Dig; "Furthermore: From the Studio;  From the Stage"; 
The Eleventh Hour - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Flood - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Misery; Let Your Dim Light Shine; ['Soul Asylum']; 
Eyes Of A Child; Let Your Dim Light Shine; ['Soul Asylum']; 
Just Like Anyone; Let Your Dim Light Shine; ['Soul Asylum']; 
One More Addiction; Left Of The Middle; ['Natalie Imbruglia']; 
Paper Thin Walls; The Moon & Antarctica; ['Modest Mouse']; 
With Every Smile; Rooftops; ['Peter Kater']; 
Not This Time; Sister Sadie; ['Sister Sadie']; 
Hot Rod Lincoln; Western Standard Time; ['Asleep At The Wheel']; 
San Antonio Rose; Western Standard Time; ['Asleep At The Wheel']; 
Walking The Floor Over You; Western Standard Time; ['Asleep At The Wheel']; 
"Mazurkas;  Op. 33: No. 4 in B Minor"; "Favorite Chopin; 
Neustros Hermanos De El Salvador; Rain Maiden; ['Wind Machine']; 
Song for the Children; Rain Maiden; ['Wind Machine']; 
Swim; Educated Guess; ['Ani DiFranco']; 
The True Story of What Was; Educated Guess; ['Ani DiFranco']; 
Grand Canyon; Educated Guess; ['Ani DiFranco']; 
Violent Collaborations Pt. 1; La Place Demon; "['Tied & Tickled Trio'; 
The Three Doors Pt. 2; La Place Demon; "['Tied & Tickled Trio'; 
Ghost Allaround; La Place Demon; "['Tied & Tickled Trio'; 
Konsumfreiheit; Generation Starwars; ['Alec Empire']; 
Were You There?; Baptizing; ['The Seldom Scene']; 
Ana's Song (Open Fire) - Acoustic Re-Mix; The Best Of - Volume One; ['Silverchair']; 
Madman - Vocal Mix; The Best Of - Volume One; ['Silverchair']; 
Driver; Great Big Boy; ['Leo Kottke']; 
Harass Me; Harass Me; ['Nuckles']; 
Sink; Sick'em; ['7 Year Bitch']; 
Gun; Sick'em; ['7 Year Bitch']; 
Immediate Impound Zone; Kill Rock Stars; ['Infamous Menagerie']; 
Still In Saigon; A Decade Of Hits; ['The Charlie Daniels Band']; 
'66 Falcon; Stories I Could Tell; ['Rebecca Hickman']; 
Return to Tunguska; A Valid Path; ['Alan Parsons']; 
Blood Brothers - Live; Ozzfest 2001 The Second Millennium; ['Papa Roach']; 

Cluster 3: 
Killing In the Name; Rage Against The Machine; ['Rage Against The Machine']; 
Township Rebellion; Rage Against The Machine; ['Rage Against The Machine']; 
Forever for You; Do It for Love; ['Daryl Hall & John Oates']; 
Very Kind; Fridays Child; ['Will Young']; 
Train In The Rain; Dart To The Heart; ['Bruce Cockburn']; 
Scarlet's Walk; Scarlet's Walk; ['Tori Amos']; 
Gold Dust; Scarlet's Walk; ['Tori Amos']; 
Rosa's Coronas; Rosaryville; ['Kate Campbell']; 
Hollywood; New Life Faded; ['Death & Desire']; 
Swing (Radio Edit); Swing Set; ['Ani DiFranco']; 
Hurricane; Swing Set; ['Ani DiFranco']; 
Dilate; Dilate; ['Ani DiFranco']; 
Letter to a John; Out Of Range; ['Ani DiFranco']; 
Face Up and Sing; Out Of Range; ['Ani DiFranco']; 
Out of Range (Electric); Out Of Range; ['Ani DiFranco']; 
"Good;  Bad;  Ugly"; 
Above Me; "Perhaps;  I Suppose"; 
The Wrath; "Perhaps;  I Suppose"; 
Follow Me; The Jesus Experience; ['Bride']; 
Tell Me; The Jesus Experience; ['Bride']; 
Cosmic Christ; The Jesus Experience; ['Bride']; 
You Run; Live Under the Red Moon; ['The Call']; 
Red Moon; Live Under the Red Moon; ['The Call']; 
Let the Day Begin; Live Under the Red Moon; ['The Call']; 
Barren River Blues; This Is It; ['Bride']; 
Get It While It's Hot; Nodesha; ['Nodesha']; 
Curious; Nodesha; ['Nodesha']; 
Miss Perfect (feat. Nodesha); Nodesha; "['ABS'; 
Downtown Life; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Talking All Night; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Soul Love; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Realove; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Can't Lose What You Never Had; Westlife; ['Westlife']; 
I Did It for You; Turnaround; ['Westlife']; 
Shadows; Ampendectomy; ['Resurrection Band']; 
2000; Ampendectomy; ['Resurrection Band']; 
The Twentieth Century Is Almost Over; Highwayman; "['The Highwaymen'; 
Miss Ann; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Baby Watcha Want Me To Do - Live; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
It's All Over Now; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Whole New You; Whole New You; ['Shawn Colvin']; 
Small Planes; Small Planes; ['The Innocence Mission']; 
Mari; Martin Rev; ['Martin Rev']; 
5 To 5; Martin Rev; ['Martin Rev']; 
Rocking; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Psychosis; Psychosis; ['Reflected Illusions']; 
Still Disappointed; Still Disappointed; ['Stormzy']; 
Give A Little Love; Greatest Hits; ['The Judds']; 
Disillusion - Blue States Mix; Disillusion; "['Badly Drawn Boy'; 
Disillusion - Black Lodge Mix; Disillusion; "['Badly Drawn Boy'; 
Last Fruit; You Were Right; ['Badly Drawn Boy']; 
Because You Are the Very Air He Breathes; I Hope You're Sitting Down; ['Lambchop']; 
La mer opale; Salle des pas perdus; ['Coralie Clement']; 
Overjoyed; "Furthermore: From the Studio;  From the Stage"; 
Like a Child - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Worlds Apart - Live From The Eleventh Hour Tour; "Furthermore: From the Studio;  From the Stage"; 
Intuition; Left Of The Middle; ['Natalie Imbruglia']; 
Gravity Rides Everything; The Moon & Antarctica; ['Modest Mouse']; 
I Came As a Rat; The Moon & Antarctica; ['Modest Mouse']; 
Lonely Teardrops; Mirrors; ['Blue Öyster Cult']; 
Now Forever's Gone; Sister Sadie; ['Sister Sadie']; 
Don't Let Go; Western Standard Time; ['Asleep At The Wheel']; 
That's What I Like 'Bout The South; Western Standard Time; ['Asleep At The Wheel']; 
That's Why; Out Of The Valley; ['John Gorka']; 
Carnival Knowledge (second hand face); Out Of The Valley; ['John Gorka']; 
Blue Chalk; Between Five And Seven; ['John Gorka']; 
Spaced Out; Spaced Out; ['Reflected Illusions']; 
Platforms; Educated Guess; ['Ani DiFranco']; 
Bliss Like This; Educated Guess; ['Ani DiFranco']; 
3 Gymnopedies: No. 1. Lent et douloureux (orch. Debussy); 30th Anniversary Sampler; "['Erik Satie'; 
She Darked The Sun; Greatest Hits; ['Pure Prairie League']; 
Strange; Drowning By Proxy; ['Full Catastrophe Living']; 
Poverty; Annunciation; ['The Subdudes']; 
It's So Hard; Annunciation; ['The Subdudes']; 
Estoy Enamorado de Ti; Con El Mariachi Vargas De Tecalitlan (with El Mariachi Vargas de Tecalitlán); ['Juan Gabriel']; 
Smack; Generation Starwars; ['Alec Empire']; 
Once In A While; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Louisianna Coco; Songs From The Grass String Ranch; ['The Kentucky Headhunters']; 
Pure Massacre; The Best Of - Volume One; ['Silverchair']; 
Trash; The Best Of - Volume One; ['Silverchair']; 
The Other Day (Near Santa Cruz); Great Big Boy; ['Leo Kottke']; 
The Howling Wind; Terminal Twilight; ['White Willow']; 
Can We Laugh Now ?; Sick'em; ['7 Year Bitch']; 
Seven Turns; Seven Turns; ['Allman Brothers Band']; 
A Recurring Dream Within a Dream; A Valid Path; ['Alan Parsons']; 
New Abortion - Live; Ozzfest 2001 The Second Millennium; ['Slipknot']; 

Cluster 4: 
Bullet In the Head; Rage Against The Machine; ['Rage Against The Machine']; 
Freedom; Rage Against The Machine; ['Rage Against The Machine']; 
Man on a Mission; Do It for Love; ['Daryl Hall & John Oates']; 
Life's Too Short; Do It for Love; ['Daryl Hall & John Oates']; 
Something About You; Do It for Love; ['Daryl Hall & John Oates']; 
Love in a Dangerous Time; Do It for Love; ['Daryl Hall & John Oates']; 
Friday's Child; Fridays Child; ['Will Young']; 
Someone I Used To Love; Dart To The Heart; ['Bruce Cockburn']; 
Pancake; Scarlet's Walk; ['Tori Amos']; 
I Can't See New York; Scarlet's Walk; ['Tori Amos']; 
Virginia; Scarlet's Walk; ['Tori Amos']; 
Rosaryville; Rosaryville; ['Kate Campbell']; 
In My Mother's House; Rosaryville; ['Kate Campbell']; 
Ave Maria Grotto; Rosaryville; ['Kate Campbell']; 
Desperate; New Life Faded; ['Death & Desire']; 
Back Back Back; To The Teeth; ['Ani DiFranco']; 
Joyful Girl (Peace and Love Extended Mix); More Joy Less Shame; ['Ani DiFranco']; 
You Had Time; Out Of Range; ['Ani DiFranco']; 
What If No One's Watching; Imperfectly; ['Ani DiFranco']; 
Circle of Light; Imperfectly; ['Ani DiFranco']; 
One Slowdance; "Perhaps;  I Suppose"; 
Stop Whining; "Perhaps;  I Suppose"; 
Method of Modern Love; Big Bam Boom; ['Daryl Hall & John Oates']; 
Possession Obsession; Big Bam Boom; ['Daryl Hall & John Oates']; 
A Swim in the Ocean; Live Under the Red Moon; ['The Call']; 
This Is Your Life; Live Under the Red Moon; ['The Call']; 
I Don't Wanna; Live Under the Red Moon; ['The Call']; 
Best Expect to Do; This Is It; ['Bride']; 
Got Into My Head & Stole My Heart; Nodesha; ['Nodesha']; 
Rockability; Ooh Yeah!; ['Daryl Hall & John Oates']; 
Open Your Heart; Westlife; ['Westlife']; 
When a Woman Loves a Man; Turnaround; ['Westlife']; 
To Be with You; Turnaround; ['Westlife']; 
Souls For Hire; Ampendectomy; ['Resurrection Band']; 
Across These Fields Reprise; Ampendectomy; ['Resurrection Band']; 
Committed to Parkview; Highwayman; "['The Highwaymen'; 
Here It Comes; The Complete Stone Roses; ['The Stone Roses']; 
Full Fathom Five; The Complete Stone Roses; ['The Stone Roses']; 
Something Burning; The Complete Stone Roses; ['The Stone Roses']; 
Be Careful with a Fool; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Come on in My Kitchen; Johnny Winter: A Rock N' Roll Collection; ['Johnny Winter']; 
Here's To Wang; We Apologise For Any Inconvenience; ['Zorras']; 
In the Details 4 & 5; We Apologise For Any Inconvenience; ['Zorras']; 
Still Alive and Well; Still Alive And Well; ['Johnny Winter']; 
Nothing Like You; Whole New You; ['Shawn Colvin']; 
Too Early to Say; Small Planes; ['The Innocence Mission']; 
Some Clear Joy Is Coming; Small Planes; ['The Innocence Mission']; 
Baby Oh Baby; Martin Rev; ['Martin Rev']; 
Now The Day Is Over; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Love Came Down at Christmas; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Little Road To Bethlehem; Holiday Songs And Lullabies; ['Shawn Colvin']; 
Infected; Psychosis; ['Reflected Illusions']; 
Insomnia; Psychosis; ['Reflected Illusions']; 
I Don't Know Why; Fat City; ['Shawn Colvin']; 
Grandpa (Tell Me 'Bout The Good Old Days); Greatest Hits; ['The Judds']; 
The Demon Runner; Pickpocket's Locket; ['Frog Eyes']; 
I Ain't Around Much; Pickpocket's Locket; ['Frog Eyes']; 
Prince in a Paupers Grave; Sessions; ['Carter The Unstoppable Sex Machine']; 
Sealed with a Glasgow Kiss; Sessions; ['Carter The Unstoppable Sex Machine']; 
Granny Farming in the Uk; Sessions; ['Carter The Unstoppable Sex Machine']; 
Outside Looking in; Shooting Star; ['Reflected Illusions']; 
Disoriented; Shooting Star; ['Reflected Illusions']; 
Give Me Your Love (Love Song); What Another Man Spills; ['Lambchop']; 
Life #2; What Another Man Spills; ['Lambchop']; 
Scamper; What Another Man Spills; ['Lambchop']; 
The Pack-Up Song; I Hope You're Sitting Down; ['Lambchop']; 
L'ombre et la lumière; Salle des pas perdus; ['Coralie Clement']; 
Lou; Salle des pas perdus; ['Coralie Clement']; 
The New Year; Transatlanticism; ['Death Cab for Cutie']; 
Needful Hands; "Furthermore: From the Studio;  From the Stage"; 
To My Own Devices; Let Your Dim Light Shine; ['Soul Asylum']; 
Bittersweetheart; Let Your Dim Light Shine; ['Soul Asylum']; 
Nothing To Write Home About; Let Your Dim Light Shine; ['Soul Asylum']; 
Tiny Cities Made Of Ashes; The Moon & Antarctica; ['Modest Mouse']; 
The Stars Are Projectors; The Moon & Antarctica; ['Modest Mouse']; 
Chattanooga Choo Choo; Western Standard Time; ['Asleep At The Wheel']; 
Shameful Dread; Ultimate Alternative Wavers; ['Built To Spill']; 
"Piano Sonata No. 2 in B-Flat Minor;  Op. 35 ""Funeral March"": I. Grave - Doppio movimento"; "Favorite Chopin; 
"Mazurka in C-Sharp Minor;  Op. 50;  No. 3"; 
Houses in the Fields; Jack's Crows; ['John Gorka']; 
The Mercy of the Wheels; Jack's Crows; ['John Gorka']; 
